種類,類別,狀態,發票類型,公司,客戶,公司名稱,發票,名稱,描述,支票,付款日期,總額,車輛,參考服務,參考費用,入帳票編號,epd214,代付,已付款,註解,refServices,refVehicles,refContracts,refClients,refDrivers
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA224BC","銀行轉帳","","101006","2022-03-02",10390,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1861759, 3007198, 1866499, 1866467, 3007197","EM987, WC987, TH143",""," 榮興","張展賜, 張達源, 邵鵬宇, 街車"
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLS090FE2","","","8137814","2023-03-15",150400,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS9D61D9","","","","",28000,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS22CE63","","","101087","2022-06-29",45000,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS1733E0","","","","2022-02-17",24928,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ96D919","法國地基","街車"
"服務發票","付款記錄","收入","工程服務收入","DCL","","","DCLS3377A7","","","","2022-03-31",434707.77,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS272161","","","","2022-08-04",61000,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ508EAE","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA3247C","銀行轉帳","","000415","2022-03-02",13580,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1867268, 1867269, 1867270, 1867271, 1867277, 1866402, 1866404, 1866500, 1861760, 1861761, 1861765, 1861764, 1861778, 1861777, 1861776, 1861779, 1861788, 1861787, 1861786","VE987, WC987, TH143",""," 榮興","朱偉業, 張達源, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS2BCAE4","銀行轉帳","","BOC000467","2023-03-10",8190,"","","","","64548844a0eb9377daeb2abe","","","","1865527, 1865528, 1865529, 1867354, 1867355, 1867356, 3000338, 3000339, 3000340","VE987, HW924, DH116",""," 榮興","朱偉業, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS34B552","銀行轉帳","","BOC100598","2022-10-06",9100,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000794, 3000907, 3000908, 3000909, 3000910, 3000911, 3007206, 3007211, 3000651, 3000653","EM987, VE987, PE3086",""," 榮興","盧光耀, 朱偉業, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS2C78F2","銀行轉帳","","BOC000596","2023-03-27",1130,"","","","","64548844a0eb9377daeb2abe","","","","1866030","UH1883",""," 榮興","邵鵬宇"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS203E7C","","","BOC100901","2022-01-13",152000,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLS350C71","","","8137814","2023-03-15",24200,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSA0A030","","","000473","2022-06-15",1380,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCS3A3753","","","000013","2022-08-22",15500,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA36056","銀行轉帳","","000415","2022-03-02",1540,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1867290, 1867291, 1861753, 1861754","VE987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","運輸服務收入","DTC","創達","","DTCS81F3B3","銀行轉帳","","003323","2022-06-14",14050,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000949, 3000950, 3000151, 3000152, 3000153, 3000154, 3000155, 3000156, 3000157, 3000182, 1867573, 1867574, 1867575, 1867576, 1867577, 1865667, 1865668, 1865669, 1865670, 1865671, 1865672, 1865673","VE987, HW924","","創達","朱偉業, 街車"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSA51111","","","","2022-01-31",65865.4,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS82D5A3","銀行轉帳","","100599","2022-06-14",8190,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000158, 3000159, 3000161, 3000162, 1867558, 1867559, 3000301, 1865699, 1865700","VE987, HW924",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSB1E962","銀行轉帳","","","2022-01-27",323935,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","61723ba77850ac5fbe88a941, 61723c387850ac5fbe88a96b, 617242bb7850ac5fbe88c637, 617244d37850ac5fbe88cf5b, 617244d57850ac5fbe88cf6e, 617244e07850ac5fbe88cf81, 617245387850ac5fbe88d28b, 6172453a7850ac5fbe88d29e, 6172453d7850ac5fbe88d2b1, 617245b47850ac5fbe88d2c8, 617246087850ac5fbe88d3b5, 6172460c7850ac5fbe88d3c8, 6172460e7850ac5fbe88d3db, 617246107850ac5fbe88d3ee, 617246137850ac5fbe88d401, 617246167850ac5fbe88d414, 6180b5644a50832fa6b369da, 6180b6474a50832fa6b36d9f, 618292568418d156c68f6908, 618383ba8418d156c6906ccf, 618384858418d156c6907103, 618384a88418d156c6907401, 618384b08418d156c69076fd, 6183853b8418d156c6907cf7, 618385648418d156c6907ff5, 618385668418d156c69082f1, 6183856b8418d156c69085e6, 6183856f8418d156c69088d4, 618385748418d156c6908bbb, 618385c28418d156c6908ea2, 618385c78418d156c690919f, 618385cc8418d156c6909495, 618386218418d156c6909788, 618386898418d156c6909b63, 6183868e8418d156c6909e60, 618386928418d156c690a156, 618386978418d156c690a445, 6183869c8418d156c690a72d, 618386a08418d156c690aa0e, 618386fd8418d156c690acef, 618386ff8418d156c690afec, 618387058418d156c690b2e2, 618387088418d156c690b521, 6183870b8418d156c690b5e4, 6183870e8418d156c690b5f7, 618387118418d156c690b60a, 6183881d8418d156c690bd40, 618388938418d156c690d5a9, 618388978418d156c690d8a6, 6183889d8418d156c690db9c, 618388a18418d156c690de8b, 618388a68418d156c690e173, 618388b38418d156c690e454, 618389058418d156c690e735, 618389088418d156c690ea32, 6183892b8418d156c690ed2b, 6183892d8418d156c690f028, 618389338418d156c690f31e, 618389378418d156c690f60d, 618399a18418d156c691d22b, 61839a318418d156c691d59d, 61839a7b8418d156c691d884, 61839aa38418d156c691db6b, 61839ad78418d156c691de52, 61839ae08418d156c691e137, 61839b1c8418d156c691e419, 61839b228418d156c691e6fe, 61839b5b8418d156c691e9e0, 61839b5f8418d156c691ecc5, 61839ba48418d156c691efa7, 61839ba68418d156c691f28c, 61839bac8418d156c691f56b, 61839cb18418d156c691f848, 61839d838418d156c691ff64, 61839db98418d156c692024b, 61839df08418d156c6920532, 61839df38418d156c6920817, 61839e368418d156c6920af9, 61839e388418d156c6920dde, 61839edb8418d156c69213ae, 61839edf8418d156c6921693, 61839f128418d156c6921975, 61839f158418d156c6921c5a, 61839f588418d156c6921f3c, 61839f5b8418d156c6922221, 61839fc48418d156c6922576, 61839fc98418d156c692285b, 6183a0138418d156c6922b3d, 6183a0188418d156c6922e22, 6183a01c8418d156c6923101, 123, 6183a0628418d156c69236c3","MV897, TF3306, JR981, VJ6178, PD1680","","金門","盧光耀, 楊玉強, 霍耀基, 區國翔, 街車"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS89C2AB","","","100999","2022-03-25",-10650,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLSA5204B","","","8137814","2023-03-15",77601,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS8B8C5C","銀行轉帳","","","2022-06-08",614676,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","620c625aad3c745eed93af95, 620c6368ad3c745eed93cf53, 620c63a0ad3c745eed93d75c, 620c644bad3c745eed93e0ed, 620c6525ad3c745eed93f2a9, 620c6558ad3c745eed93f5a0, 620c655bad3c745eed93f893, 620c655cad3c745eed93fad4, 620c65c0ad3c745eed93fb9e, 620c65c2ad3c745eed93fbb2, 622821ec7557e30c85a017e8, 622824ec7557e30c85a02c5a, 622827cf7557e30c85a03104, 622842f77557e30c85a04839, 622843987557e30c85a049a4, 622844007557e30c85a04aad, 622863e67557e30c85a072a1, 622865737557e30c85a07b5c, 622865757557e30c85a07b6f, 622865767557e30c85a07b82, 622865c27557e30c85a07b99, 622865c37557e30c85a07bac, 622865c57557e30c85a07bbf, 622867dc7557e30c85a07bdc, 622868537557e30c85a07c07, 6228696b7557e30c85a07c6b, 62286d2a7557e30c85a0994f, 62286d317557e30c85a09962, 62286e347557e30c85a0a01c, 622870787557e30c85a0adde, 6228708b7557e30c85a0adf3, 622870987557e30c85a0ae08, 6228713f7557e30c85a0af0b, 6228716b7557e30c85a0af4d, 622871dc7557e30c85a0b358, 622871f67557e30c85a0b36e, 622874537557e30c85a0b73b, 6228746d7557e30c85a0b751, 622874e07557e30c85a0b768, 622874e27557e30c85a0b77b, 622874e37557e30c85a0b78e, 622874e47557e30c85a0b7a1, 622874e67557e30c85a0b7b4, 622874e77557e30c85a0b7c7, 622874e87557e30c85a0b7da, 62298ff74436db29bac6e6be, 62298ffa4436db29bac6e6d1, 62298ffb4436db29bac6e6e4, 62298ffe4436db29bac6e6f7, 622992394436db29bac6ee69, 62299287d56fde352b8ade7a, 6229928bd56fde352b8ade8d, 622993abd56fde352b8ae377, 622993aed56fde352b8ae38a, 622993afd56fde352b8ae39d, 622993b8d56fde352b8ae3b0, 622993bad56fde352b8ae3c3, 622993bbd56fde352b8ae3d6, 622993bcd56fde352b8ae3e9, 622995ddd56fde352b8af8b8, 622999419cd7cf41cf98849d, 622999439cd7cf41cf9884b0, 622999449cd7cf41cf9884c9, 622999949cd7cf41cf988d4e, 622999969cd7cf41cf988d61, 622999979cd7cf41cf988d74, 622999989cd7cf41cf988d87, 622999db9cd7cf41cf989161, 622999db9cd7cf41cf989174, 622999dc9cd7cf41cf989187, 6229a0469cd7cf41cf99626c, 6229a0479cd7cf41cf99627a, 6229a06b9cd7cf41cf99628b, 6229a06d9cd7cf41cf996299, 6229a06e9cd7cf41cf9962a7, 6229a06f9cd7cf41cf9962b5, 6229a0719cd7cf41cf9962c3, 6229a0739cd7cf41cf9962d1, 6229a0759cd7cf41cf9962df, 6229a0c59cd7cf41cf9962f5, 6229aa309cd7cf41cf99a00f, 6229aa929cd7cf41cf99a347, 6229aa949cd7cf41cf99a355, 6229aa949cd7cf41cf99a363, 6229aa959cd7cf41cf99a371, 6229aafe9cd7cf41cf99a3f2, 6229aaff9cd7cf41cf99a400, 622adc40fa482510894140a5, 622ae30ffa48251089414bd5, 622ae31ffa48251089414be5, 622ae34efa48251089414bf8, 622ae360fa48251089414c0a, 622ae369fa48251089414c1a, 622ae377fa48251089414c2a, 622ae384fa48251089414c3a, 622ae393fa48251089414c4a, 622ae3a8fa48251089414f88, 622ae3b6fa48251089414f98, 622ae3c0fa48251089414fa8, 622ae426fa48251089414fb8, 622ae42ffa48251089414fc8, 622ae43efa48251089414fd8, 622ae44efa48251089414fe8, 622ae456fa48251089414ff8, 622ae460fa48251089415008, 622ae468fa48251089415018, 622ae479fa48251089415028, 622ae488fa48251089415038, 622ae49afa48251089415049, 622ae841fa48251089415304, 622aea70fa48251089415314, 622aea7efa48251089415324, 622aea80fa48251089415332, 622aea82fa48251089415340, 622aea84fa4825108941534e, 622aea86fa4825108941535c, 622aead5fa48251089415374, 622aead7fa48251089415382, 622aeb1efa48251089415394, 622aeb22fa482510894153a2, 622aeb25fa482510894153b0, 622aeb29fa482510894153be, 622aec22fa48251089418a5c, 622aecadfa48251089418ea6, 622aecbcfa48251089418eb6, 622aecbdfa48251089418ec4, 622aecbefa48251089418ed2, 622aecbffa48251089418ee0, 622aecc0fa48251089418eee, 622aecd9fa48251089418f02, 622aecdafa48251089418f10, 622aecdafa48251089418f1e, 622aecdbfa48251089418f2c, 622aecdcfa48251089418f3a, 622aecddfa48251089418f48, 622aecdefa48251089418f56, 622aed36fa48251089418f6c, 622aed37fa48251089418f7a, 622aed39fa48251089418f88, 622aed3bfa48251089418f96, 622aed3dfa48251089418fa4, 622af05afa4825108941b761, 622af18dfa4825108941db19, 622af1f0fa4825108941db8e, 622af1fafa4825108941db9c, 62305d3668248a560379a25a, 62305e4b68248a56037a0d27, 6234420870929838077dda9a, 6234424970929838077ddbec, 6234426070929838077ddbfe, 6234426a70929838077ddc10, 6234427670929838077ddc23, 6234427d70929838077ddc35, 6234428470929838077ddc47","MV897, TF3306, JR981, UU987, PD1680, PP3296, UA7205","","金門","莊基達, 盧光耀, 楊玉強, 霍耀基, 區國翔, 街車, 周宇生, 江禮延, 周漢義, 莊潤宗"
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS4F71E6","銀行轉帳","","","2022-01-27",456940,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","6193327ec9c602077817af69, 619334ebc9c602077817b4bc, 619334eec9c602077817b7d1, 619334f1c9c602077817bade, 61933550c9c602077817bde7, 6193358ac9c602077817c0fe, 6193358dc9c602077817c413, 61933590c9c602077817c720, 61933595c9c602077817c975, 619335f1c9c602077817ca3e, 619335f3c9c602077817ca51, 6195ec83c9c60207781913e9, 6195ed0bc9c60207781917a9, 6195ed10c9c6020778191abe, 61973cb9c9c60207781b0400, 61973dbec9c60207781b0563, 61973dc0c9c60207781b0576, 61973dc4c9c60207781b0589, 61973e6fc9c60207781b05a0, 61973e71c9c60207781b05b3, 61973e73c9c60207781b05c6, 61973e77c9c60207781b05d9, 61973e7ac9c60207781b05ec, 61973f79c9c60207781b0611, 61973f7cc9c60207781b0624, 61975d49c9c60207781c416b, 61975dc1c9c60207781c4597, 61975dc3c9c60207781c47f3, 61975dc5c9c60207781c48b6, 61975dcec9c60207781c4bb2, 61975dd0c9c60207781c4df7, 61975dd3c9c60207781c4eba, 61975e11c9c60207781c51a8, 61975e16c9c60207781c54b8, 61975e19c9c60207781c57c1, 61975e20c9c60207781c5ac3, 61975e23c9c60207781c5dbe, 61975e9cc9c60207781c60b8, 61975ed7c9c60207781c64a5, 61975fd4c9c60207781c7bf8, 61976001c9c60207781c7f79, 61976004c9c60207781c81de, 61976006c9c60207781c82a1, 6197600cc9c60207781c85a6, 6197600fc9c60207781c88a3, 61976013c9c60207781c8b98, 61a46d921b022034001da6d2, 61a46e261b022034001dab56, 61a46e2a1b022034001dae56, 61a46e2d1b022034001db14e, 61a46e301b022034001db43e, 61a46e331b022034001db726, 61a46e861b022034001dba0d, 61a46e8a1b022034001dbd0d, 61a46e8d1b022034001dbf55, 61a46f0a1b022034001dc01c, 61a46f0d1b022034001dc02f, 61a46fcd1b022034001dc1e9, 61a470491b022034001dc31e, 61a4704b1b022034001dc331, 61a4704d1b022034001dc344, 61a470501b022034001dc357, 61a4712c1b022034001dc374, 61a4712f1b022034001dc387, 61a471311b022034001dc39a, 61a471371b022034001dc3ad, 61a4713b1b022034001dc3c0, 61a4723c1b022034001dc3df, 61a4723f1b022034001dc3f1, 61a472431b022034001dc405, 61a472481b022034001dc418, 61a4724c1b022034001dc42b, 61a473d01b022034001dc76b, 61a473d31b022034001dca80, 61a473d61b022034001dcd8d, 61a473d91b022034001dd092, 61a473dc1b022034001dd38e, 61a474a51b022034001dd68a, 61a474f31b022034001dda13, 61a474f61b022034001ddd28, 61a474f91b022034001de035, 61a474fe1b022034001de33a, 61a475881b022034001de655, 61a4758d1b022034001de96a, 61a475921b022034001dec77, 61a475971b022034001def7c, 61a4759b1b022034001df279, 61a4760e1b022034001df574, 61a476161b022034001df7d9, 61a4761a1b022034001df89c, 61a476241b022034001df8af, 61a476261b022034001df8c2, 61a4777a1b022034001df8db, 61a4777b1b022034001df8ee, 61a4777d1b022034001df901, 61a4777f1b022034001df914, 61a478b01b022034001df92c, 61a478b41b022034001df93f, 61a478b81b022034001df952, 61a478bd1b022034001df965, 61a6f1481b022034001f9fe4, 61a6f2571b022034001faf00, 61a6f2591b022034001fb20d, 61a6f25d1b022034001fb512, 61a6f2601b022034001fb75f, 61a6f2621b022034001fb821, 61a6f2661b022034001fb835, 61a6f26b1b022034001fb848, 61a6f26d1b022034001fb85b, 61a7363d1b02203400214c55, 61a736d21b022034002151d7, 61a736d61b022034002154ec, 61a736db1b022034002157f9, 61a736e01b02203400215afe, 61a737461b02203400215e06, 61a737811b02203400216190, 61a737861b022034002164a5, 61a8564a1b02203400228aed, 61a856f51b0220340022a53b, 61a856f81b0220340022a850, 61a856fb1b0220340022aaad, 61a856fe1b0220340022ab70, 61a857be1b0220340022b6b1, 61a857c11b0220340022b6c4, 61a857c41b0220340022b6d7, 61a857c61b0220340022b6ea, 61a858991b0220340022c59d, 61a8589b1b0220340022c5b0, 61a8589e1b0220340022c5c3, 61a859751b0220340022d98b, 61a859d01b0220340022ddb7, 61a859d51b0220340022e0cc, 61a8687c1b02203400230be5, 61a868c61b02203400230fb4, 61a868c91b022034002312c9, 61a868cd1b02203400231503, 61a868d21b022034002315e8, 61a869231b022034002318eb, 61a869261b02203400231c00, 61a8692c1b02203400231f0d, 61a869311b02203400232212, 61a869371b0220340023250f, 61a869e31b0220340023280a, 61a86a671b02203400232ca1, 61a86a6d1b02203400232fb6, 61a86a731b022034002332c3, 61a86a781b022034002335c8, 61a86ad11b022034002338ca, 61a86ad51b02203400233bdf, 61a86adc1b02203400233eec, 61a86ae31b022034002341f1, 61a9bed11b0220340023ed83, 61a9bed61b0220340023f098, 61a9bedc1b0220340023f3a5, 61a9ca0c1b02203400247963, 61a9ca121b02203400247c78, 61a9ca181b02203400247f85, 61a9ca1e1b0220340024828a, 61a9ccd11b0220340024934a, 61a9d9321b02203400258981, 61a9d9351b02203400258c96, 61a9d9381b02203400258ef3","MV897, TF3306, JR981, UU987, PD1680, PP3296, UA7205","","金門","盧光耀, 楊玉強, 魏國汕, 霍耀基, 區國翔, 街車, 周宇生"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS96C03C","","","","2022-06-23",190720,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS4A125C","","","100965","2022-01-24",164970,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS9A2C52","銀行轉帳","","8137814","2023-03-15",81700,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS15F2E6","銀行轉帳","","102194","2022-02-16",1250,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSD5FE60","","","BOC101025","2022-05-11",243717.75,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS4CB7BB","","","BOC000149","2023-03-03",389500,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCS93C2D9","","","BOC100149","2022-05-11",164980,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCS01FDA1","","","","2021-12-07",14395.2,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSC3D7A0","","","646209","2022-06-08",15000,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS4BE2FE","銀行轉帳","","100155","2022-06-08",59500,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1861800, 3006879, 1867347, 3006887, 3006880, 3000752, 3006888, 1867346, 1867546, 3006881, 3000751, 3006889, 3006878, 1867345, 3006877, 3006876, 3007545","VE987, WD190, XF2103, WC987, XH8301, PE3086, PC6500, SK3160, ME122",""," 榮興","張展賜, 朱偉業, 陳圖明, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSE87EB9","銀行轉帳","","","2022-06-23",535618,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","62299678d56fde352b8b126c, 62299689d56fde352b8b145b, 6229969bd56fde352b8b16c5, 622998959cd7cf41cf9873af, 623960a87092983807805b50, 623966ab7092983807806065, 6239672e7092983807806316, 62396789709298380780633b, 62396c937092983807806c1b, 62396cbf7092983807806c92, 62396d3e7092983807806d49, 62396d927092983807806dd2, 62396e1f7092983807806de5, 62396e557092983807806df7, 62396eb27092983807806e09, 62396ee17092983807806e1b, 62396f487092983807806e93, 62396f707092983807806ea5, 62396fac7092983807806eb9, 6239750c7092983807809926, 62416a7970929838079211da, 62417b8f709298380793e0b7, 62417c5a709298380793e1cd, 62417c80709298380793e1df, 62417cb7709298380793e1f1, 62417cd6709298380793e370, 62417cf7709298380793e382, 62417d23709298380793e3cd, 62417d54709298380793e487, 62417d7e709298380793e4b6, 62417db1709298380793e4db, 62417dcb709298380793e4ed, 62417df0709298380793e69e, 62417e24709298380793e77e, 62417f96709298380793f0ab, 62418103709298380793fae2, 62418121709298380793faf4, 62418172709298380793fb8b, 6241818e709298380793fbab, 624181aa709298380793fbbd, 62418282709298380793fd1d, 624183b970929838079400c0, 624184357092983807940275, 6241845d7092983807940287, 624184877092983807940299, 624184ca7092983807940368, 624184ee709298380794037a, 6241850a709298380794038c, 6241854c709298380794039e, 6241856870929838079403b0, 6241858170929838079403c2, 6241859970929838079403d4, 624185bd70929838079403e6, 624185e570929838079403f8, 624faf27747cba172ecb770d, 624faf9b747cba172ecb7771, 624fafc8747cba172ecb778f, 624fafe2747cba172ecb77a1, 624faffc747cba172ecb77b3, 624fb014747cba172ecb77c5, 624fb02b747cba172ecb77d7, 624fb048747cba172ecb77e9, 624fb05e747cba172ecb77fb, 624fb073747cba172ecb780d, 624fb097747cba172ecb781f, 624fb0ac747cba172ecb7831, 624fb0c5747cba172ecb7894, 624fdc00747cba172ecbfffe, 624fdc0d747cba172ecc0010, 624fdc1d747cba172ecc0022, 624fdc33747cba172ecc0034, 624fdc4d747cba172ecc0046, 624fdc95747cba172ecc0058, 624fdcda747cba172ecc039c, 624fdd36747cba172ecc03b0, 624fdd4d747cba172ecc03c2, 624fdd61747cba172ecc03d4, 624fdd7d747cba172ecc03e6, 624fdd91747cba172ecc03f8, 624fdda4747cba172ecc040a, 624fddbf747cba172ecc041c, 624fddcd747cba172ecc042e, 624fe3ee747cba172ecc19b5, 624fe427747cba172ecc1c1d, 624fe460747cba172ecc1e75, 624fe482747cba172ecc1e87, 624fe49b747cba172ecc1e99, 624fe4bf747cba172ecc1eab, 624fe4db747cba172ecc1ebd, 624fe4f2747cba172ecc1ecf, 624fe515747cba172ecc1ee1, 624fe530747cba172ecc1ef3, 624fe574747cba172ecc1f05, 624fe58c747cba172ecc1f19, 624fe598747cba172ecc1f2b, 624fe5ae747cba172ecc1f3d, 624fe5da747cba172ecc1f4f, 624fe60a747cba172ecc1f61, 624fe61e747cba172ecc1f73, 624fe644747cba172ecc1f85, 624fe66d747cba172ecc1f97, 624fe67a747cba172ecc1fa9, 624fe73b747cba172ecc35f3, 624fe792747cba172ecc3605, 624fe7bd747cba172ecc3617, 624fe7d8747cba172ecc3629, 624fe7ed747cba172ecc363b, 624fe802747cba172ecc364d, 624fe832747cba172ecc365f, 624fe908747cba172ecc4bd4, 624fec89747cba172ecc6acd, 624fecb3747cba172ecc6ae0, 624fecd0747cba172ecc6af2, 624fecef747cba172ecc6b04, 624fed18747cba172ecc6b16, 624fed2b747cba172ecc6b28, 624fed40747cba172ecc6b3a, 624fed67747cba172ecc6b4c, 624fed81747cba172ecc6b5e, 624fed9b747cba172ecc6b70, 624fedbf747cba172ecc6b82, 624fee22747cba172ecc6ba4, 624fee38747cba172ecc6bb6, 624fee4b747cba172ecc6bc8, 624fee60747cba172ecc6bda, 624fee8b747cba172ecc6bec, 624feeb0747cba172ecc6bfe, 624feec4747cba172ecc6c10, 624feed2747cba172ecc6c22, 624ff042747cba172ecc7fc8, 624ff093747cba172ecc8002, 624ff0b1747cba172ecc8014, 624ff0e3747cba172ecc8077, 624ff102747cba172ecc8089, 624ff16f747cba172ecc809e, 624ff1cb747cba172ecc80b0, 624ff1f9747cba172ecc80c2, 624ff210747cba172ecc80d4, 624ff245747cba172ecc80e6, 624ff262747cba172ecc80f8, 624ff285747cba172ecc810a, 624ff2ad747cba172ecc811c, 624ff2da747cba172ecc812e, 624ff2fa747cba172ecc8140, 624ff322747cba172ecc8152, 624ff385747cba172ecc816f, 624ff3b5747cba172ecc8181, 624ff3c6747cba172ecc8193, 624ff424747cba172ecc81a5, 624ff4f1747cba172ecc830d, 624ff525747cba172ecc831f, 624ff549747cba172ecc8331, 624ff55f747cba172ecc8343, 624ff570747cba172ecc8355, 624ff582747cba172ecc8367, 624ff611747cba172ecc8a86, 624ff8af747cba172ecca248, 624ff95c747cba172ecca649, 624ff97d747cba172ecca65b, 624ff990747cba172ecca66d, 624ff9c2747cba172ecca67f, 624ffa4e747cba172eccade4, 624ffa78747cba172eccadf7, 624ffaaa747cba172eccae09, 624ffabd747cba172eccae1b, 624ffacd747cba172eccae2d, 624ffaef747cba172eccae3f, 624ffb12747cba172eccae53, 624ffb27747cba172eccae65, 624ffb5a747cba172eccae79, 624ffb73747cba172eccae8b, 624ffb8b747cba172eccae9d, 624ffb9a747cba172eccaeaf, 624ffbae747cba172eccaec1, 624ffbc3747cba172eccaed3, 625cef44747cba172ee70ea4, 625d36c1747cba172ee840b2, 625d36e9747cba172ee842dd, 625d36f7747cba172ee84327, 625d370b747cba172ee8433b, 625d3716747cba172ee8434d, 625d3724747cba172ee8435f, 625d372f747cba172ee84371","MV897, TF3306, WD190, JR981, UU987, WC987, PD1680, PP3296, UA7205, HC20, UL3605","","金門","莊基達, 盧光耀, 楊玉強, 霍耀基, 街車, 江禮延, 周漢義, 莊潤宗"
